id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
84563,person,angry,middle eastern,man,42,35-44 years,about to explode with pride now that his daughter can go to school
84576,"person, person, person",,,,,,world history in one sentence. these white men are dangerous
84592,dog,,,,,,"The text in the image reads:  ""give me the bread or i'll kick you pregnant transgender"""
84593,"person, wine glass, cell phone, bed, skateboard",,,,,,"kids, a husband, a job...  living the american dream"
84596,"sheep, cat",,,,,,isis glory hole
84609,person,,,,,,you dumb muddafukka you
84620,"person, bear",,,,,,this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse
84629,bear,fear,white,man,34,25-34 years,not a runner? now you are
84639,"person, tennis racket",happy,black,woman,35,35-44 years,"you're a f*g, you're a f*g, you're all f*gs!"
84652,"person, person, person, cup, person, person, cup, person, wine glass, cup, wine glass, cup",happy,latino hispanic,woman,30,25-34 years,don't judge me bro!  why didn't i let them judge me?  now god did!
84653,person,happy,white,man,21,18-24 years,finally gets naked with girl in shower  holocaust
84670,,,,,,,my local mosque is really going all out for gay pride this year
84673,person,,,,,,when you cant get the dog to go outside and pee
84692,"tie, person, cell phone",,,,,,i was going to make an anal sex joke  butt fuck it
84703,"person, tie",,,,,,"white people: ""oh no hundreds of years of culture is being destroyed""  all other races: first time?"
84709,"person, person, dining table",,,,,,best polish removers
84719,person,happy,white,woman,52,45-54 years,the democratic agenda... 1. get trump impeached 2. take away guns 3. increase taxes 4. protect illegals  are they purposefully trying to destroy america?
84721,person,,,,,,cow girls like to take their summer photos in hay fields
84729,cake,,,,,,share this pile of bacon for no reason
84736,"person, person",,,,,,sis: you're the father/uncle bro: i'm gonna be an funcle?
84756,"person, tie",,,,,,"when you ask the kid that misses class a lot why he is bald and he starts crying  all right, then keep your secrets"
84759,"person, person, bench",sad,white,woman,27,25-34 years,what if tornadoes are actually created secretly by the government  to destroy white trash people living in trailer homes
84762,"person, bottle, bowl, sink, bottle, bottle",,,,,,do you know how to turn your dishwasher into a snowblower? throw em a shovel
84790,"person, person, person, person, tie, person, person, person, cell phone, person, person, person, cell phone, person, person, person, person",happy,white,man,31,25-34 years,the first president they can't control  ...and they don't like it!
84901,"person, tie",angry,white,man,52,45-54 years,"donald trump  puttinging ""i can!"" back into the hearts of all americans"
84907,"cat, dog, dog",,,,,,i keep asking what lgbtq stands for.  so many letters to remember
84910,"person, person, person, person, person, person, person, person, person, person, person, toothbrush, person, handbag",,,,,,take that monkey shit off!  you embarassin' us
84913,"stop sign, person",,,,,,hey captain mexico  are you able to leap tall trump walls in a single bound
84916,"dog, dog, person, cow, sheep",,,,,,"The text in the image says ""free wilber."""
84921,"person, person, knife, refrigerator, cup",,,,,,him: the dishwasher is acting weird her: thats the oven him: oh...
84926,"surfboard, surfboard, surfboard, surfboard, surfboard, surfboard, surfboard, banana, surfboard, spoon",,,,,,a short histoy of u.s. presidents
84927,"person, tie",neutral,middle eastern,man,25,25-34 years,why did paul walker cross the street? he wasn't wearing a seatbelt  that is wrong correct. he actually burnt up in the car
84951,person,,,,,,too young to drink coffee
84965,"person, tie, person, laptop, mouse",,,,,,"The text in the image reads:  ""a tranny goes to profile opens inbox  ""lemme suck your dick"""
84970,,,,,,,retardeded you are kill yourself u must
84971,person,,,,,,"in my day you were either pro america or you were a commie  you can call yourself liberal, progressive or socialist but you're really nothing more than a commie pinko  john wayne was never in the military"
85012,"person, person, person, person, person, person, person, person, person, person, bicycle, person, person, dog, person, person",neutral,latino hispanic,man,33,25-34 years,"feminism: because bitter, ugly lesbian need attention too!"
85023,"person, person, horse",neutral,asian,man,35,35-44 years,bitch please i'm native american
85026,"person, person, tie",,,,,,just trying to do my part
85034,"person, person, bowl, cup, couch, spoon, dining table, bowl, spoon, fork, remote, cup, wine glass",sad,white,woman,32,25-34 years,"The text in the image is:  - ""virgo"" - ""you're both white trash"" - ""quite frankly"""
85042,"person, person, person, person, person, person, banana, cell phone, person, person, person",fear,black,man,25,25-34 years,"if they aren't lazy, then why doesn't kfc have a breakfast menu"
85062,person,neutral,white,man,28,25-34 years,who let this retard in this group
85072,person,angry,white,man,25,25-34 years,what is this sleep of which you speak?
85073,"person, chair",,,,,,"*hits blunt* 'dog food lid' spelled backwards is ""dildo of god"""
85092,person,angry,white,man,44,35-44 years,"when someone thinks they've seen all your crazy  but you hit them with some next level shit, like ""surprise bitch!"""
85093,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image reads:  ""how slaves were mistreated"""
85094,"person, person, person, tie, tie, tie",fear,white,woman,37,35-44 years,not my president literally
85096,"person, person, person",,,,,,"The text in the image is:  - ""remember"" - ""no faggot"""
85097,person,angry,white,man,39,35-44 years,woke up last night to find my tv floating across the room  my first thought was ghosts but it turned out to be a black guy stealing it
85107,"person, person",happy,middle eastern,woman,30,25-34 years,best thing about wearing a hijab?  you can hide your bad hair day
85126,person,happy,white,man,35,35-44 years,gillbet bink says your news sucks
85132,"person, person",sad,white,man,34,25-34 years,seems like u have a case of being a lil bitch  i'm prescribing you a heavy dose of man the fuck up
85136,"person, person, person, person, person",,,,,,has anyone seen gary? gary is about this tall
85139,"person, tie",neutral,white,man,42,35-44 years,"The text in the image reads:  ""I will find you and I will kill you you black bastard"""
85146,person,happy,white,woman,49,45-54 years,"The text in the image reads:  ""I guess pushing gay people off buildings and killing women these people that push gays off buildings. is funny to her? she is disgusting!"""
85147,"person, person, tie, person, tie",happy,black,man,26,25-34 years,"The text in the image is:  ""When you think it's Friday But it's actually Tuesday"""
85167,,,,,,,finding a bomb in a video game
85172,person,neutral,asian,woman,29,25-34 years,that look when your father sells you for a goat
85173,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep",happy,middle eastern,man,35,35-44 years,meanwhile at the isis strip club
85190,person,happy,latino hispanic,man,34,25-34 years,i eat ass
85192,person,happy,white,woman,32,25-34 years,equality in the work place at its finest
85204,"tie, person",,,,,,that feeling you get when people from the UK start talking shit
85209,,sad,white,man,37,35-44 years,a short history of u.s. presidents
85213,"person, remote, cell phone, couch",sad,white,woman,33,25-34 years,me: you wanna watch porn or golf?  her: porn: you already know how to play golf
85237,person,,,,,,these are all the weapons that were seized from isis
85239,"broccoli, broccoli, broccoli, broccoli",,,,,,4 ways to boil vegetables
85243,person,,,,,,"attacks trump's unpaid daughter  pays her own daughter $750, 000 to send out mailers"
85261,person,,,,,,the only people i owe my loyalty to  are those who never made me question theirs
85269,"person, person, person, cell phone",fear,asian,man,29,25-34 years,"crisis hotline, how can I help?  well...I'm feeling suicidal...  great! can you fly a plane!!!"
85271,"person, person, person, cell phone, person, person, person, tie, person",,,,,,a bad day for everyone including muslims defend homeland security  a good day for us all in 2019
85290,person,,,,,,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?"
85291,person,,,,,,how to get  a black guy to see his baby
85307,person,,,,,,white people know thyself
85310,"person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,german fireworks
85314,"person, person, person, person, person, person, person, handbag, person",sad,white,woman,35,35-44 years,"you're a rapist, you're a rapist, all mexicans are rapists!  TAKE RAPE SERIOUSLY"
85316,"person, tie",happy,latino hispanic,man,35,35-44 years,found bigfoot married her
85317,"person, person",happy,white,man,25,25-34 years,there's nothing on those cards  we flip a coin backstage
85324,person,,,,,,this country was made by real men  not cowardly ass muslim bitches
85327,"person, wine glass",,,,,,"either we fuckin, or i'm fuckin"
85329,"person, person, person, person, person, person, person",,,,,,if you support this  you're supporting the genocide of black men
