id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
94380,person,,,,,,that look when you high as fuck on dem chromosomes,neutral
94387,"person, person",,,,,,i'm a fan of the color black on you although the rose gold looks pretty good as well,bad
94501,"person, person, person, surfboard, person, chair",sad,white,woman,31,25-34 years,that's a man baby!,bad
94506,"person, person, person",neutral,white,man,34,25-34 years,we cannot allow birth control  we will run out of children to molest,neutral
94507,"person, tie, book",fear,white,man,32,25-34 years,lol this isn't the first time  we've lied about gas emissions,bad
94508,"person, tie, chair",,,,,,now that's a muscle i've not felt  in a long time...,bad
94512,"person, tie",sad,asian,man,42,35-44 years,"happy birthday  and believe me, no one can wish you a better happy birthday than me",neutral
94517,,,,,,,border agents in texas apprehend over 400 illegals in just a 5-minute span this is an invasion! why are some republicans trying to keep our borders open??,bad
94518,"person, person, person, person, person, person, person, person, person, person",,,,,,i agree hi 5 bro,bad
94523,person,,,,,,we love your political correctness and tolerance it's our greatest weapon against you!!!,bad
94532,"person, person, person",,,,,,see? i fuckin told you! a little foil on top keeps them jewsy,good
94560,"person, person, person, person, person, person",,,,,,and for my next class project!,bad
94563,"person, person, person, person, handbag",sad,white,woman,32,25-34 years,trump's transgender military ban is the best thing ever share if you agree,good
94571,"person, person, tie",neutral,white,woman,27,25-34 years,removes polish with chemicals  nobody bats an eye removes polish with chemicals  everybody loses his shit,good
94578,person,,,,,,that face she makes when ahmed hits the g-spot,bad
94580,"person, person, bicycle, bicycle",,,,,,racing for pink slips in south africa,bad
94581,"truck, person",,,,,,"The text in the image is:  ""farming simulator 19 classic equipment dlc""",bad
94586,"person, person, person, car, car, car, person, person, person, person, person, car, tennis racket, person",happy,asian,man,36,35-44 years,when you walk into the waiting room  at the ford service dept,bad
94602,cat,sad,asian,man,26,25-34 years,i don't laugh at my own jokes but we all know i'm hilarious.,good
94605,"person, person, person, person, person, chair, baseball bat",,,,,,"The text in the image reads:  ""he was a world savior only if stupid people would understand""",bad
94610,"person, boat, cell phone, dog, boat, boat, boat, boat, boat, boat, boat",,,,,,"The text in the image says ""sea monkeys.""",bad
94615,"person, person, person, person",,,,,,"The text in the image is ""peinigger.""",bad
94617,"vase, vase",,,,,,burning things that don't mean anything to you,good
94620,"person, tie",surprise,latino hispanic,man,36,35-44 years,we now have reason to believe  trump ripped the tag off his matress in 1987,neutral
94625,"bottle, person, baseball glove, person, person, person, person",sad,latino hispanic,man,26,25-34 years,when you're the only one who doesn't bring a bottled water to hiking,bad
94628,"car, person, person, person, person, car, car, person, car, parking meter, person, person, backpack, tie",,,,,,a lamp post in a busy countryside street,bad
94638,person,sad,latino hispanic,man,39,35-44 years,the look your dad gives your when you dont make curfew,good
94650,person,,,,,,happy anniversary  to that time you headbutted your way out of a vagina,neutral
94675,"person, bottle, person, chair, person, bottle",,,,,,"a muslim "" "" party",bad
94678,"person, chair",,,,,,no one: steven hawking,bad
94687,person,,,,,,you can't spell rape without ape,bad
94710,bear,,,,,,"what do you mean by: ""you're a hero...and you have to leave.""?  come on dude, let me in. nigger",good
94720,"person, person, bowl, dining table",,,,,,when your girlfriend tells you a dry ass joke but you want to get some at the end of the night,bad
94721,"person, person, person, person, person, person, person, person, person, person, person, baseball glove, person",,,,,,The text in the image says:  never forget the holocaust,bad
94723,"person, tie",sad,white,man,29,25-34 years,"The text in the image reads:  ""follow your dreams no matter what people say""",bad
94725,"horse, person",,,,,,horses don't see black or white people. they just see food,bad
94731,"person, person, person",,,,,,a good day for taking a selfie,bad
94732,"person, person",happy,white,man,22,18-24 years,the name's todd... retodd,bad
94738,"person, person",,,,,,shopping is boring. why not have some fun at the walmart parking lot?,neutral
94780,"baseball glove, person, person, baseball glove, baseball bat, baseball glove",happy,white,man,34,25-34 years,party tonight? i'm down,bad
94783,"person, person",,,,,,"The text in the image reads:  ""ellen keller and her boston terrier 'phiz'""",bad
94786,person,,,,,,i can still smell the ford you drive,bad
94802,,,,,,,The text in the image is:  - manual tranny - automatic tranny - rebuilt tranny,bad
94813,"person, person, chair, bottle, bottle, chair, person",,,,,,that's the way allah allah i like it!!!,bad
94815,person,fear,white,man,26,25-34 years,when did you two get married again?,bad
94823,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,The text in the image is:  - STRONGER - I will Vote.com - TOGETHER - obama voters,bad
94836,person,,,,,,when you think of a cute idea for maternity pictures,neutral
94850,"person, person, sheep, sheep, sheep, sheep, person, sheep, person, person, sheep, sheep, cow",happy,middle eastern,man,35,35-44 years,meanwhile at the isis strip club,bad
94860,person,,,,,,you know it's going to be a serious blow job when he puts his hair up in a manbun,bad
94870,"person, bowl, spoon, knife, bowl",neutral,middle eastern,man,31,25-34 years,when you're barbecuing  and the charcoal runs away,neutral
94871,"person, dog, person, dog",happy,middle eastern,man,35,35-44 years,when you found your wife is cheating on you  ya allah,bad
94872,person,,,,,,"jewish invention """,bad
94873,cow,,,,,,safe horns goat style,bad
94876,"person, person, tie",neutral,white,man,29,25-34 years,"hmmm... who shall i arrest first brennan, clapper, comey or obama?",bad
95021,"kite, person",,,,,,it's ok to have both of these raised and still live in harmony,good
95024,dog,,,,,,ever tried african food? niether have they,bad
95031,"umbrella, person, sandwich, banana",,,,,,if you hold it up to your ear you can hear police,neutral
95034,person,,,,,,"""a wiggle never hurt anybody.""  dorothy donegan pianist",bad
95038,person,sad,latino hispanic,man,23,18-24 years,when you take these pics we think about cumming in your mouth,bad
95048,person,angry,black,man,36,35-44 years,"The text in the image says ""little boy from kenya.""",bad
95062,,,,,,,when the cop sees a black kid,bad
95064,"person, person",neutral,white,man,27,25-34 years,hey this bag only weighs.8  it's graam!,bad
95067,bird,,,,,,"""scientists have discovered that they have a lot of intelligent dna unfortunately most of them spit it out""",bad
95071,person,,,,,,introducing honky kong,bad
95072,"person, clock, wine glass",sad,white,man,39,35-44 years,this guy just friended and unfriended me 45 times in 15 seconds anyone know him??,good
95078,"person, chair, chair, book, book",happy,white,woman,29,25-34 years,this one time  at camp we got so baked,neutral
95081,"person, person, person, person, person, person, person, person, person, handbag, person, person, person, person",neutral,asian,man,29,25-34 years,the ku klux klan killed 3446 blacks in a span of 86 years  since 2016 blacks killed 1891 other blacks in chicago alone,bad
95086,"person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,The text in the image is:  - novaky concentration camp - these jews can claim - holocaust pensions,bad
95087,"person, person, person, person, person, person, person, person, person, person, person, person, person, tie, person, bench",,,,,,good things small packages,bad
95102,"person, tie, tie",happy,white,man,30,25-34 years,"The text in the image reads:  ""you're in the wrong neighborhood motherfucker""",bad
95103,person,happy,asian,man,47,45-54 years,you're not really drunk  until you are speaking fluent ozzy osbourne,bad
95108,"person, person, person, person, person, person, handbag",,,,,,went gay clubbinging with some friends turns out out they were expecting something very different,neutral
95130,"person, baseball bat",sad,black,woman,32,25-34 years,public talking,bad
95163,"person, cell phone",,,,,,new seatbelt design: 45% less car accidents!!,bad
95173,"person, tie",,,,,,"The text in the image reads:  ""take the third reich and then the first left?""",good
95174,person,,,,,,"we shouldn't just study civics in high school  we should study other cars, too",good
95176,"tie, person",,,,,,notice how the kenyan skidmark  has been silent about the mueller report?,bad
95184,,,,,,,"The text in the image is ""lgbtq pride.""",bad
95186,"person, toothbrush, toothbrush, bed, person, person",,,,,,no racism,bad
95201,,,,,,,when black people say they are native american,bad
95208,"person, person",,,,,,look son a traitor,bad
95214,"bird, bird",,,,,,"big bird's species were mostly scavengers but like the turkey vulture, they would attack weakened prey.",neutral
95247,"person, person, person, tie, person, frisbee",happy,latino hispanic,woman,33,25-34 years,"so, is there gonna be a storm or nah?",neutral
95260,"person, person",happy,asian,man,21,18-24 years,what's black and screams harvey price answering an iron,bad
95263,person,,,,,,your new name is abdul you'll take it and like it cracker,bad
95264,"person, tie, tie",happy,white,man,45,45-54 years,"if your refund is more than you paid in taxes  you aren't getting ""your taxes"" back, you're getting ""my taxes"" back!",bad
95267,"person, toothbrush, toothbrush, person, bed",,,,,,"The text in the image is ""interracial dating somting like that.""",bad
95274,giraffe,,,,,,"The text in the image says:  ""life has its ups and i have its downs""",bad
95278,dog,,,,,,when you're the only dog left at the dog shelter and the black family wants to adopt you,neutral
95281,person,,,,,,when you can hear mom getting taken to pound town on the fuck truck  and all you can hear is her queef and grunt like wildebeest,bad
95283,"tie, person",angry,asian,man,41,35-44 years,happy cinco de porteded!,bad
95302,person,,,,,,use one to protect your watermelon farm,neutral
